species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,diet,life_stage,health_metrics,year
Gentoo,Biscoe,43.2,18.4,225,5363,male,squid,juvenile,healthy,2021
Gentoo,Biscoe,51,18.8,237,6788,male,squid,adult,healthy,2021
Gentoo,Biscoe,51.6,22.9,248,6283,male,squid,adult,healthy,2021
Gentoo,Biscoe,45.6,21.9,256,6805,male,squid,adult,healthy,2021
Adelie,Biscoe,55.5,19.3,222,6257,female,fish,adult,overweight,2022
Adelie,Biscoe,54.3,16.2,236,5352,female,fish,adult,overweight,2022
Adelie,Biscoe,52.6,18.5,246,5419,female,fish,adult,overweight,2022
Adelie,Biscoe,49.7,18.1,205,4659,female,fish,juvenile,overweight,2022
Adelie,Biscoe,35.5,22.1,223,4766,female,fish,juvenile,overweight,2022
Adelie,Biscoe,66.9,20.7,252,5496,female,fish,adult,overweight,2022
Adelie,Biscoe,45.5,16.6,197,4629,female,fish,juvenile,overweight,2022
Adelie,Biscoe,60,15.7,194,4472,female,fish,juvenile,overweight,2022
Adelie,Biscoe,52.8,19.9,238,5756,female,fish,adult,overweight,2022
Adelie,Biscoe,51.9,17.3,241,5283,female,fish,adult,overweight,2022
Adelie,Biscoe,52,19.3,193,4568,female,fish,adult,healthy,2022
Adelie,Biscoe,40.6,17.6,202,5324,female,fish,juvenile,overweight,2022
Adelie,Biscoe,37.6,16.6,207,4597,female,fish,juvenile,overweight,2022
Adelie,Biscoe,38.7,20.9,230,6095,female,fish,adult,overweight,2022
Adelie,Biscoe,40.3,16.8,222,5088,female,fish,juvenile,overweight,2022
Adelie,Biscoe,56.3,16.1,211,4013,female,fish,juvenile,healthy,2022
Adelie,Biscoe,59.9,16.6,232,5641,male,fish,juvenile,overweight,2022
Adelie,Biscoe,43.5,17.1,232,6367,male,fish,adult,overweight,2022
Adelie,Biscoe,49.9,23.5,236,6618,male,fish,adult,overweight,2022
Adelie,Biscoe,59.3,22.4,232,6095,male,fish,adult,overweight,2022
Adelie,Biscoe,45.4,18.7,218,6276,male,fish,juvenile,overweight,2022
Adelie,Biscoe,50.6,17.4,183,5753,male,fish,juvenile,overweight,2022
Adelie,Biscoe,44.5,17.8,198,5954,male,fish,juvenile,overweight,2022
Adelie,Biscoe,54.6,20.2,238,7247,male,fish,adult,overweight,2022
Adelie,Biscoe,46.1,17.9,231,7075,male,fish,juvenile,overweight,2022
Adelie,Biscoe,60.8,15.3,248,6039,male,fish,juvenile,overweight,2022
Adelie,Biscoe,70.2,22,254,6157,male,fish,adult,overweight,2022
Adelie,Biscoe,49.4,17.8,224,6569,male,fish,juvenile,overweight,2022
Adelie,Biscoe,48.8,18.9,283,6820,male,fish,adult,overweight,2022
Adelie,Biscoe,70.6,21.2,244,5853,male,fish,adult,healthy,2022
Adelie,Biscoe,42.6,20.1,239,6561,male,fish,juvenile,overweight,2022
Adelie,Biscoe,38.7,20.9,201,4884,male,fish,juvenile,healthy,2022
Adelie,Biscoe,29.3,16.7,174,4124,female,krill,juvenile,healthy,2022
Adelie,Biscoe,23.5,17.3,210,3610,female,krill,juvenile,underweight,2022
Adelie,Biscoe,18.2,13.5,167,3489,female,krill,juvenile,underweight,2022
Adelie,Biscoe,26.2,19.8,180,3833,female,krill,juvenile,healthy,2022
Adelie,Biscoe,32.2,15.3,171,3944,female,krill,juvenile,healthy,2022
Adelie,Biscoe,31.1,20.2,205,5614,male,krill,adult,healthy,2022
Adelie,Biscoe,23.7,21.6,187,3665,female,krill,juvenile,underweight,2022
Adelie,Biscoe,27.4,13.7,203,2954,female,krill,juvenile,underweight,2022
Adelie,Biscoe,30.9,18.2,199,3834,female,krill,juvenile,healthy,2022
Adelie,Biscoe,26.9,18.4,199,4332,female,krill,adult,healthy,2022
Adelie,Biscoe,25.6,18.3,175,3259,female,krill,juvenile,underweight,2022
Adelie,Biscoe,29.3,20.9,200,4071,female,krill,adult,underweight,2022
Adelie,Biscoe,25.5,19.8,221,3989,female,krill,adult,underweight,2022
Adelie,Biscoe,32.9,19.2,195,4857,female,krill,adult,healthy,2022
Adelie,Biscoe,21.4,16.9,203,4366,female,krill,adult,healthy,2022
Adelie,Biscoe,21.4,15,165,3849,female,krill,juvenile,healthy,2022
Adelie,Biscoe,33.4,20.6,178,5401,female,krill,adult,overweight,2022
Adelie,Biscoe,29.3,17.3,189,4062,female,krill,adult,underweight,2022
Adelie,Biscoe,25.6,19.9,204,4066,female,krill,adult,underweight,2022
Adelie,Biscoe,26.9,19.6,178,3873,female,krill,juvenile,healthy,2022
Adelie,Biscoe,29,14.4,181,3659,female,krill,juvenile,underweight,2022
Adelie,Biscoe,25.7,19.6,181,4230,female,krill,juvenile,healthy,2022
Adelie,Biscoe,29.1,19.5,181,3589,female,krill,juvenile,underweight,2022
Adelie,Biscoe,30.1,19.7,210,3586,female,krill,adult,underweight,2022
Adelie,Biscoe,33.5,18.8,239,6313,male,krill,adult,overweight,2022
Adelie,Biscoe,21.1,17.4,199,4678,male,krill,juvenile,healthy,2022
Adelie,Biscoe,38,20.1,235,4941,male,krill,adult,underweight,2022
Adelie,Biscoe,28.4,15.3,184,4583,male,krill,juvenile,healthy,2022
Adelie,Biscoe,25,14.4,211,4440,male,krill,juvenile,underweight,2022
Adelie,Biscoe,21.3,18.8,182,4944,male,krill,juvenile,healthy,2022
Adelie,Biscoe,26.3,16.9,199,4747,male,krill,juvenile,healthy,2022
Adelie,Biscoe,23.9,22.6,225,5221,male,krill,adult,healthy,2022
Adelie,Biscoe,23.4,17,188,4934,male,krill,juvenile,healthy,2022
Adelie,Biscoe,30.1,17,181,4428,male,krill,juvenile,underweight,2022
Adelie,Biscoe,25,15.6,215,4910,male,krill,juvenile,healthy,2022
Adelie,Biscoe,27.8,17.6,223,4585,male,krill,juvenile,healthy,2022
Adelie,Biscoe,33.3,20.8,207,6317,male,krill,adult,overweight,2022
Adelie,Biscoe,30,18,220,4757,male,krill,juvenile,healthy,2022
Adelie,Biscoe,26.8,17,178,4439,male,krill,juvenile,underweight,2022
Adelie,Biscoe,35.8,19.8,236,5891,male,krill,adult,healthy,2022
Adelie,Biscoe,25.1,18.2,245,4503,male,krill,juvenile,healthy,2022
Adelie,Biscoe,28.9,22.2,238,5353,male,krill,adult,healthy,2022
Adelie,Biscoe,36.1,18.9,195,4648,male,krill,juvenile,healthy,2022
Adelie,Biscoe,30.2,17.4,217,5349,male,krill,juvenile,overweight,2022
Adelie,Biscoe,37.1,20.8,234,6286,male,krill,adult,overweight,2022
Adelie,Biscoe,25.6,19.2,219,5115,male,krill,adult,underweight,2022
Adelie,Biscoe,28.3,20.3,215,5128,male,krill,juvenile,overweight,2022
Adelie,Biscoe,37.3,16.9,208,3840,male,krill,juvenile,underweight,2022
Adelie,Biscoe,34.3,14.8,168,3238,female,parental,chick,overweight,2022
Adelie,Biscoe,20.2,18.1,149,3082,female,parental,chick,healthy,2022
Adelie,Biscoe,27,14.3,174,3010,female,parental,chick,healthy,2022
Adelie,Biscoe,33.6,15.9,180,2994,female,parental,chick,healthy,2022
Adelie,Biscoe,30.6,17.2,158,3179,female,parental,chick,healthy,2022
Adelie,Biscoe,29.1,16.3,168,2789,female,parental,chick,underweight,2022
Adelie,Biscoe,33,16.1,168,3010,female,parental,chick,healthy,2022
Adelie,Biscoe,25.8,14,175,3022,female,parental,chick,healthy,2022
Adelie,Biscoe,36.1,15.2,172,2751,female,parental,chick,underweight,2022
Adelie,Biscoe,28.9,15.9,161,2959,female,parental,chick,healthy,2022
Adelie,Biscoe,28.3,16.3,202,4091,male,parental,chick,overweight,2022
Adelie,Biscoe,32.4,15.4,178,3505,male,parental,chick,healthy,2022
Adelie,Biscoe,35.9,21.3,192,3503,male,parental,chick,healthy,2022
Adelie,Biscoe,31.1,13.8,184,3541,male,parental,chick,healthy,2022
Adelie,Biscoe,30.2,17.3,178,3343,male,parental,chick,underweight,2022
Adelie,Biscoe,34.9,14.9,185,3337,male,parental,chick,underweight,2022
Adelie,Biscoe,30.9,16.1,179,3774,male,parental,chick,healthy,2022
Adelie,Biscoe,37.7,13.9,193,3465,male,parental,chick,healthy,2022
Adelie,Biscoe,27.3,16.4,189,3654,male,parental,chick,healthy,2022
Adelie,Biscoe,40.7,16.3,199,3518,male,parental,chick,healthy,2022
Adelie,Biscoe,26.6,14.2,177,3554,male,parental,chick,healthy,2022
Adelie,Biscoe,35.6,13.5,187,3696,male,parental,chick,healthy,2022
Adelie,Biscoe,36,18.7,186,5225,female,squid,adult,overweight,2022
Adelie,Biscoe,48,17.3,207,5104,female,squid,adult,overweight,2022
Adelie,Biscoe,44.1,16.3,185,5373,male,squid,juvenile,overweight,2022
Adelie,Biscoe,38.9,23,196,5088,male,squid,juvenile,healthy,2022
Adelie,Biscoe,39.2,17.3,249,6175,male,squid,adult,overweight,2022
Adelie,Biscoe,43.7,23.2,213,5779,male,squid,adult,healthy,2022
Adelie,Dream,54.7,17.8,229,5898,female,fish,adult,overweight,2022
Adelie,Dream,50.7,17.6,213,4834,female,fish,juvenile,overweight,2022
Adelie,Dream,49.4,17.1,234,4092,female,fish,juvenile,healthy,2022
Adelie,Dream,48.6,16.2,236,5271,female,fish,adult,overweight,2022
Adelie,Dream,51,18.5,198,5005,female,fish,juvenile,overweight,2022
Adelie,Dream,43.5,17.9,206,4707,female,fish,juvenile,overweight,2022
Adelie,Dream,45.3,19.9,236,5594,male,fish,juvenile,overweight,2022
Adelie,Dream,60.6,21.1,246,6430,male,fish,adult,overweight,2022
Adelie,Dream,56.3,22.2,256,6657,male,fish,adult,overweight,2022
Adelie,Dream,65.1,17.8,262,6845,male,fish,adult,overweight,2022
Adelie,Dream,24.2,18.4,195,4501,female,krill,adult,healthy,2022
Adelie,Dream,26.5,18.2,228,5079,male,krill,adult,underweight,2022
Adelie,Dream,30.3,21,266,5326,male,krill,adult,healthy,2022
Adelie,Dream,22.7,18.4,169,3891,female,krill,juvenile,healthy,2022
Adelie,Dream,23.9,15.7,178,3493,female,krill,juvenile,underweight,2022
Adelie,Dream,23.6,18,190,3761,female,krill,juvenile,healthy,2022
Adelie,Dream,32.1,16.8,173,4610,female,krill,juvenile,overweight,2022
Adelie,Dream,29.1,20.2,213,4845,female,krill,adult,healthy,2022
Adelie,Dream,22.9,17,195,3937,female,krill,juvenile,healthy,2022
Adelie,Dream,24.4,14.5,171,3681,female,krill,juvenile,underweight,2022
Adelie,Dream,20.8,13.8,183,3927,female,krill,juvenile,healthy,2022
Adelie,Dream,23.7,14.3,181,4378,female,krill,juvenile,overweight,2022
Adelie,Dream,18.9,14.8,176,3531,female,krill,juvenile,underweight,2022
Adelie,Dream,21.3,17.9,179,3859,female,krill,juvenile,healthy,2022
Adelie,Dream,19.3,18.9,169,4204,female,krill,juvenile,healthy,2022
Adelie,Dream,24.2,16.4,184,3920,female,krill,juvenile,healthy,2022
Adelie,Dream,28.8,17.2,196,4052,female,krill,adult,underweight,2022
Adelie,Dream,20,17.1,188,3748,female,krill,juvenile,healthy,2022
Adelie,Dream,27.3,13.1,154,3674,female,krill,juvenile,underweight,2022
Adelie,Dream,28.5,18.2,168,3619,female,krill,juvenile,underweight,2022
Adelie,Dream,24.5,16.9,198,3388,female,krill,juvenile,underweight,2022
Adelie,Dream,29.6,17.1,178,3452,female,krill,juvenile,underweight,2022
Adelie,Dream,23.2,15.9,198,4041,female,krill,juvenile,healthy,2022
Adelie,Dream,34.2,17.8,186,3813,female,krill,adult,underweight,2022
Adelie,Dream,25.5,15.7,185,4346,female,krill,adult,healthy,2022
Adelie,Dream,34,18.7,186,4215,female,krill,juvenile,healthy,2022
Adelie,Dream,35.9,14.5,166,4216,female,krill,juvenile,healthy,2022
Adelie,Dream,22.2,15.6,172,3935,female,krill,juvenile,healthy,2022
Adelie,Dream,26.3,15.1,196,3395,female,krill,juvenile,underweight,2022
Adelie,Dream,17.4,18.7,176,3934,female,krill,juvenile,healthy,2022
Adelie,Dream,21.9,15.8,187,3609,female,krill,juvenile,underweight,2022
Adelie,Dream,27,18.9,190,4406,female,krill,juvenile,overweight,2022
Adelie,Dream,25.9,20.2,218,4955,female,krill,adult,healthy,2022
Adelie,Dream,32.2,17.1,198,3541,female,krill,adult,underweight,2022
Adelie,Dream,31.8,18.8,190,4927,female,krill,adult,healthy,2022
Adelie,Dream,28.2,13.6,192,4120,female,krill,juvenile,healthy,2022
Adelie,Dream,21.8,17.8,204,3845,female,krill,juvenile,healthy,2022
Adelie,Dream,25.1,15.7,177,3709,female,krill,juvenile,healthy,2022
Adelie,Dream,24,14.9,169,4334,female,krill,juvenile,overweight,2022
Adelie,Dream,24.1,16.5,190,3725,female,krill,juvenile,healthy,2022
Adelie,Dream,25.7,16.9,175,4665,male,krill,juvenile,healthy,2022
Adelie,Dream,20.4,22.1,196,4589,male,krill,juvenile,healthy,2022
Adelie,Dream,35.7,17.7,236,5166,male,krill,adult,healthy,2022
Adelie,Dream,32.6,19.6,233,3655,male,krill,adult,underweight,2022
Adelie,Dream,29.5,17.1,185,5019,male,krill,juvenile,healthy,2022
Adelie,Dream,24.1,17.2,210,4488,male,krill,juvenile,underweight,2022
Adelie,Dream,29.9,14.9,183,5148,male,krill,juvenile,overweight,2022
Adelie,Dream,21,17.5,211,4703,male,krill,juvenile,healthy,2022
Adelie,Dream,25.7,17.3,184,4887,male,krill,juvenile,healthy,2022
Adelie,Dream,35.4,16.9,243,4895,male,krill,adult,underweight,2022
Adelie,Dream,26.7,16.4,186,4040,male,krill,juvenile,underweight,2022
Adelie,Dream,31.3,15.9,190,4794,male,krill,juvenile,healthy,2022
Adelie,Dream,26.6,15.8,196,4965,male,krill,juvenile,healthy,2022
Adelie,Dream,30.9,14.9,209,4869,male,krill,juvenile,healthy,2022
Adelie,Dream,25.3,16.9,199,4097,male,krill,juvenile,underweight,2022
Adelie,Dream,30.8,20.4,235,5529,male,krill,adult,healthy,2022
Adelie,Dream,28.5,17.2,190,4787,male,krill,juvenile,healthy,2022
Adelie,Dream,23.4,18.7,175,4030,male,krill,juvenile,underweight,2022
Adelie,Dream,29.5,18.9,233,5214,male,krill,adult,healthy,2022
Adelie,Dream,29.6,19.5,241,4671,male,krill,juvenile,healthy,2022
Adelie,Dream,27.5,20.1,194,4656,male,krill,juvenile,healthy,2022
Adelie,Dream,21.1,16.3,212,4859,male,krill,juvenile,healthy,2022
Adelie,Dream,28.6,19.1,200,5164,male,krill,adult,healthy,2022
Adelie,Dream,24.4,18,198,4506,male,krill,juvenile,healthy,2022
Adelie,Dream,28.8,14.5,160,2995,female,parental,chick,healthy,2022
Adelie,Dream,37,14.4,164,2787,female,parental,chick,underweight,2022
Adelie,Dream,35.6,19.3,166,3187,female,parental,chick,healthy,2022
Adelie,Dream,26.1,16.8,182,3366,female,parental,chick,overweight,2022
Adelie,Dream,33.3,16.3,165,2970,female,parental,chick,healthy,2022
Adelie,Dream,34.9,16.9,171,2969,female,parental,chick,healthy,2022
Adelie,Dream,30.4,14.3,163,3206,female,parental,chick,overweight,2022
Adelie,Dream,27.8,12.5,179,3114,female,parental,chick,healthy,2022
Adelie,Dream,24.5,10.7,181,2986,female,parental,chick,healthy,2022
Adelie,Dream,29.6,17,195,3813,male,parental,chick,overweight,2022
Adelie,Dream,37.9,14.1,178,3405,male,parental,chick,healthy,2022
Adelie,Dream,36.3,14,195,3924,male,parental,chick,overweight,2022
Adelie,Dream,34.5,14.7,195,3539,male,parental,chick,healthy,2022
Adelie,Dream,31.2,18,184,3661,male,parental,chick,healthy,2022
Adelie,Dream,33.9,18.8,176,3630,male,parental,chick,healthy,2022
Adelie,Dream,31.7,16.6,174,3230,male,parental,chick,underweight,2022
Adelie,Dream,30.6,10.9,179,3905,male,parental,chick,overweight,2022
Adelie,Dream,30.9,15.9,187,3437,male,parental,chick,healthy,2022
Adelie,Dream,35.7,15.2,182,3683,male,parental,chick,healthy,2022
Adelie,Dream,34.8,13.8,192,3328,male,parental,chick,underweight,2022
Adelie,Dream,33.2,10.1,187,3221,male,parental,chick,underweight,2022
Adelie,Dream,25,12.7,197,3950,male,parental,chick,overweight,2022
Adelie,Dream,47.1,15.1,183,3804,male,parental,chick,overweight,2022
Adelie,Dream,26.8,17.4,181,3875,female,squid,juvenile,healthy,2022
Adelie,Dream,47.6,20.7,215,5095,male,squid,juvenile,healthy,2022
Adelie,Dream,44.9,22.5,229,5499,male,squid,adult,healthy,2022
Adelie,Torgensen,51.7,18.4,219,6059,female,fish,adult,overweight,2022
Adelie,Torgensen,46.3,18,211,5085,female,fish,juvenile,overweight,2022
Adelie,Torgensen,57.4,19.1,190,5200,female,fish,juvenile,overweight,2022
Adelie,Torgensen,56.9,18.2,232,5683,female,fish,adult,overweight,2022
Adelie,Torgensen,51.1,17.1,184,5761,female,fish,juvenile,overweight,2022
Adelie,Torgensen,49.6,17.5,239,5813,female,fish,adult,overweight,2022
Adelie,Torgensen,53.7,20.7,225,6350,female,fish,adult,overweight,2022
Adelie,Torgensen,41.5,18,206,4650,female,fish,juvenile,overweight,2022
Adelie,Torgensen,62.5,14.5,206,4664,female,fish,juvenile,overweight,2022
Adelie,Torgensen,52.4,19.7,241,4372,female,fish,adult,healthy,2022
Adelie,Torgensen,45,16.6,219,4514,female,fish,juvenile,overweight,2022
Adelie,Torgensen,51.7,20.1,288,6295,male,fish,adult,overweight,2022
Adelie,Torgensen,50.5,22.6,225,6213,male,fish,adult,overweight,2022
Adelie,Torgensen,49.6,24.4,263,7293,male,fish,adult,overweight,2022
Adelie,Torgensen,50.9,17.3,232,5207,male,fish,juvenile,overweight,2022
Adelie,Torgensen,58.7,18.8,220,5745,male,fish,juvenile,overweight,2022
Adelie,Torgensen,58.3,20.6,241,6846,male,fish,adult,overweight,2022
Adelie,Torgensen,53.1,18.8,244,7399,male,fish,adult,overweight,2022
Adelie,Torgensen,66.9,19.5,231,6694,male,fish,adult,overweight,2022
Adelie,Torgensen,54.9,16.3,237,5912,male,fish,juvenile,overweight,2022
Adelie,Torgensen,63,20.4,259,6251,male,fish,adult,overweight,2022
Adelie,Torgensen,24.6,19.7,175,3984,female,krill,juvenile,healthy,2022
Adelie,Torgensen,34.7,18,217,6006,male,krill,adult,overweight,2022
Adelie,Torgensen,25.1,19.5,213,4593,male,krill,adult,underweight,2022
Adelie,Torgensen,27.2,12.9,205,4919,male,krill,juvenile,healthy,2022
Adelie,Torgensen,29.3,17.1,210,4067,female,krill,juvenile,healthy,2022
Adelie,Torgensen,26.7,12.8,193,3428,female,krill,juvenile,underweight,2022
Adelie,Torgensen,20.9,17.2,192,4119,female,krill,juvenile,healthy,2022
Adelie,Torgensen,38.4,18.4,196,3696,female,krill,adult,underweight,2022
Adelie,Torgensen,20.2,14,175,3358,female,krill,juvenile,underweight,2022
Adelie,Torgensen,19.6,18.5,156,4119,female,krill,juvenile,healthy,2022
Adelie,Torgensen,33.1,20,161,3310,female,krill,juvenile,underweight,2022
Adelie,Torgensen,23.6,22.8,203,4250,female,krill,adult,healthy,2022
Adelie,Torgensen,29.9,17.7,176,3436,female,krill,juvenile,underweight,2022
Adelie,Torgensen,24.2,17,175,4015,female,krill,juvenile,healthy,2022
Adelie,Torgensen,21,20.5,187,3347,female,krill,juvenile,underweight,2022
Adelie,Torgensen,27,19.5,167,4734,female,krill,adult,healthy,2022
Adelie,Torgensen,32.9,16.3,161,4144,female,krill,juvenile,healthy,2022
Adelie,Torgensen,31.8,15.7,164,4397,female,krill,juvenile,overweight,2022
Adelie,Torgensen,29.2,18.7,190,4387,male,krill,juvenile,underweight,2022
Adelie,Torgensen,25.6,20,190,4294,male,krill,juvenile,underweight,2022
Adelie,Torgensen,34.2,16.1,200,4952,male,krill,juvenile,healthy,2022
Adelie,Torgensen,25.8,21.5,206,4475,male,krill,juvenile,underweight,2022
Adelie,Torgensen,28.4,15.8,189,4808,male,krill,juvenile,healthy,2022
Adelie,Torgensen,26.4,16.7,201,4644,male,krill,juvenile,healthy,2022
Adelie,Torgensen,24.1,19.1,203,4542,male,krill,juvenile,healthy,2022
Adelie,Torgensen,30.3,17.5,197,5068,male,krill,juvenile,healthy,2022
Adelie,Torgensen,23.7,19.4,201,4917,male,krill,juvenile,healthy,2022
Adelie,Torgensen,28,17.8,195,4267,male,krill,juvenile,underweight,2022
Adelie,Torgensen,30.5,19.2,220,5330,male,krill,adult,healthy,2022
Adelie,Torgensen,32,14.6,167,2998,female,parental,chick,healthy,2022
Adelie,Torgensen,36.1,14.2,170,2871,female,parental,chick,healthy,2022
Adelie,Torgensen,30.6,14.6,161,2837,female,parental,chick,healthy,2022
Adelie,Torgensen,32,11.7,178,2988,female,parental,chick,healthy,2022
Adelie,Torgensen,35.9,12.4,172,2933,female,parental,chick,healthy,2022
Adelie,Torgensen,26.1,14.6,183,2867,female,parental,chick,healthy,2022
Adelie,Torgensen,34,18,174,2809,female,parental,chick,healthy,2022
Adelie,Torgensen,23,16.5,187,3285,female,parental,chick,overweight,2022
Adelie,Torgensen,30.3,15.9,169,2760,female,parental,chick,underweight,2022
Adelie,Torgensen,28.8,13.8,172,2966,female,parental,chick,healthy,2022
Adelie,Torgensen,26.4,13.1,171,3224,female,parental,chick,overweight,2022
Adelie,Torgensen,34.9,16.2,163,3162,female,parental,chick,healthy,2022
Adelie,Torgensen,35.1,12.7,150,3047,female,parental,chick,healthy,2022
Adelie,Torgensen,39,19.2,187,3449,male,parental,chick,healthy,2022
Adelie,Torgensen,26.1,20.3,194,3314,male,parental,chick,underweight,2022
Adelie,Torgensen,38.9,16.7,187,3516,male,parental,chick,healthy,2022
Adelie,Torgensen,39.7,14.6,193,3314,male,parental,chick,underweight,2022
Adelie,Torgensen,31.4,14.7,184,3967,male,parental,chick,overweight,2022
Adelie,Torgensen,37.7,18.3,167,3834,male,parental,chick,overweight,2022
Adelie,Torgensen,26.3,14.7,169,3599,male,parental,chick,healthy,2022
Adelie,Torgensen,41.1,16,189,3543,male,parental,chick,healthy,2022
Adelie,Torgensen,37,13.8,195,3992,male,parental,chick,overweight,2022
Adelie,Torgensen,18.3,18.4,179,3645,male,parental,chick,healthy,2022
Adelie,Torgensen,28.5,16.7,199,3633,male,parental,chick,healthy,2022
Adelie,Torgensen,30.3,21.8,185,3530,male,parental,chick,healthy,2022
Adelie,Torgensen,41.5,11.5,179,3503,male,parental,chick,healthy,2022
Adelie,Torgensen,29.1,16.4,203,3000,male,parental,chick,underweight,2022
Adelie,Torgensen,46.9,13.9,183,4128,male,parental,chick,overweight,2022
Adelie,Torgensen,39.2,18.1,205,4648,female,squid,adult,healthy,2022
Adelie,Torgensen,30.7,16.7,197,4682,female,squid,adult,healthy,2022
Adelie,Torgensen,33.1,20.2,222,4305,female,squid,adult,healthy,2022
Adelie,Torgensen,27.6,13.5,216,4096,female,squid,juvenile,healthy,2022
Adelie,Torgensen,40.9,19.1,244,5254,male,squid,juvenile,overweight,2022
Adelie,Torgensen,47.3,20,186,4712,male,squid,juvenile,healthy,2022
Adelie,Torgensen,43.6,16.7,217,6090,male,squid,adult,overweight,2022
Adelie,Torgensen,45.6,19.3,245,5809,male,squid,adult,healthy,2022
Adelie,Torgensen,41.9,21.7,239,6326,male,squid,adult,overweight,2022
Chinstrap,Dream,48.7,17.3,215,5466,female,fish,juvenile,overweight,2022
